"Gene","Gene_Name","Gene_Summary","Gene_Function","nonUL_Means","UL_Means","nonUL_Medians","UL_Medians","FoldChange","DifferentialExpression","Magnitude","FoldChangeMedian","Median_DE","MedianMagnitude","GSM3417135","GSM3417136","GSM3417137","GSM3417138","GSM3417139","GSM3417140","GSM3417141","GSM3417142","GSM3417143","GSM3417144","GSM2496194","GSM2496195","GSM2496196","GSM2496197","GSM2496198","GSM2496199","GSM2496200","GSM2496201","GSM2496202","GSM2496210","GSM2496211","GSM2496212","GSM2496213","GSM2496214","GSM2496215","GSM2496216","GSM2496220","GSM2496221","GSM2496222","GSM3417145UL","GSM3417146UL","GSM3417147UL","GSM3417148UL","GSM3417149UL","GSM3417150UL","GSM3417151UL","GSM3417152UL","GSM3417153UL","GSM3417154UL","GSM3417155UL","GSM3417156UL","GSM3417157UL","GSM3417158UL","GSM3417159UL","GSM3417160UL","GSM3417161UL","GSM3417162UL","GSM3417163UL","GSM3417164UL","GSM3417165UL","GSM3417166UL","GSM3417167UL","GSM3417168UL","GSM2496185UL","GSM2496186UL","GSM2496187UL","GSM2496188UL","GSM2496189UL","GSM2496190UL","GSM2496191UL","GSM2496192UL","GSM2496193UL","GSM2496203UL","GSM2496204UL","GSM2496205UL","GSM2496206UL","GSM2496207UL","GSM2496208UL","GSM2496209UL","GSM2496217UL","GSM2496218UL","GSM2496219UL"
"TRAF1","TNF receptor associated factor 1","The protein encoded by this gene is a member of the TNF receptor (TNFR) associated factor (TRAF) protein family. TRAF proteins associate with, and mediate the signal transduction from various receptors of the TNFR superfamily. This protein and TRAF2 form a heterodimeric complex, which is required for TNF-alpha-mediated activation of MAPK8/JNK and NF-kappaB. The protein complex formed by this protein and TRAF2 also interacts with inhibitor-of-apoptosis proteins (IAPs), and thus mediates the anti-apoptotic signals from TNF receptors. The expression of this protein can be induced by Epstein-Barr virus (EBV). EBV infection membrane protein 1 (LMP1) is found to interact with this and other TRAF proteins; this interaction is thought to link LMP1-mediated B lymphocyte transformation to the signal transduction from TNFR family receptors. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2010]","Interacting selectively with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules) [goid 5515] [pmid 10809768] [evidence IPI]",52.713062708046,35.9483799197674,72.4368,0.9384431,0.681963408555284,-16.7646827882785,16.7646827882785,0.0129553362379343,-71.4983569,71.4983569,0.788616866666667,0.80491565,0.816774266666667,0.792023366666667,0.812511616666667,0.821734216666667,0.809816333333333,0.769990933333333,0.8021713,0.787163983333333,81,84.8357,94.6853,74.9421,78.7286,87.7897,68,86.8053,87.8273,72.4368,69.7429,90.9345,96.0882,72.8,82.2,83.9826,65.1846,76.3895,66.3,0.773382333333333,0.8545535,0.835873033333333,0.80378005,0.855454933333333,0.817445866666667,0.806940466666667,0.8213813,0.82402565,0.800103683333333,0.812955066666667,0.812607566666667,0.818299766666667,0.81649265,0.828439883333333,0.834545583333333,0.832026583333333,0.8095406,0.8400237,0.814660466666667,0.801593283333333,0.824758433333333,0.81136985,0.7984823,73.1,67.4857,88.1783,69.1846,74.0783,80.1,68.1,96.8276,69.7556,186.3167,66.3,68.5833,65.8,93.5941,70.1111,64.5333,65.8526,81.7304,76.5
"ESR2","estrogen receptor 2","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","The function of binding to a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex [goid 3700] [pmid 8769313] [evidence TAS]",42.6824974376609,29.0336665851357,60.4875,0.8265395135,0.680224174500103,-13.6488308525253,13.6488308525253,0.013664633411862,-59.6609604865,59.6609604865,0.494253903833333,0.567547656,0.570972433833333,0.554981294333333,0.517191653,0.537040928166667,0.538545703333333,0.5129426595,0.524516788,0.513132672166667,98.632,67.1,73.8143,62.1625,60.8857,63.8,60.4875,65.0857,67.7,58.6714,60.5857,62.5,60.3,66.4667,61.5,63.1143,61.6222,60.1333,57.9,0.586858699333333,0.674667721833333,0.718572970166667,0.6417508205,0.753255631333333,0.723494029833333,0.833967691166667,0.604364883,0.744916927833333,0.701579259,0.671550016166667,0.665994545,0.689223767666667,0.742530128166667,0.7390368985,0.664782316333333,0.7697114705,0.761046757833333,0.7759066035,0.677092443833333,0.630866334833333,0.602769375666667,0.5679837015,0.678440167333333,65.3,70.2,59.6,61.025,59.8,61.8375,75.9,66.0857,59.9,66,60.6333,66,64.16,60.8,58.42,99.9429,55.7429,61,59.48
"CNR2"," cannabinoid receptor 2 ","The cannabinoid delta-9-tetrahydrocannabinol is the principal psychoactive ingredient of marijuana. The proteins encoded by this gene and the cannabinoid receptor 1 (brain) (CNR1) gene have the characteristics of a guanine nucleotide-binding protein (G-protein)-coupled receptor for cannabinoids. They inhibit adenylate cyclase activity in a dose-dependent, stereoselective, and pertussis toxin-sensitive manner. These proteins have been found to be involved in the cannabinoid-induced CNS effects (including alterations in mood and cognition) experienced by users of marijuana. The cannabinoid receptors are members of family 1 of the G-protein-coupled receptors. [provided by RefSeq, Jul 2008]","Combining with an extracellular or intracellular messenger to initiate a change in cell activity [goid 4872] [evidence IEA]",42.7386310072644,28.9947734170736,62.2889,0.804604403,0.678420733975905,-13.7438575901907,13.7438575901907,0.0129172999202105,-61.484295597,61.484295597,0.513885468,0.557195290833333,0.549092744833333,0.515884565583333,0.554462952583333,0.554953948833333,0.544654750583333,0.526517363666667,0.5322830165,0.54656910925,64,65.175,60.1333,67.1,60.9714,65.6182,62.8667,63.7333,69.7556,62.72,63.4,62.75,71.2625,71.9,62.8,59.8833,62.2889,61.7333,75.9333,0.532123683333333,0.456550322833333,0.526804020916667,0.57420105625,0.580500673666667,0.583523677666667,0.592534432083333,0.569187764916667,0.561874027833333,0.567877863916667,0.572709638666667,0.526658156166667,0.538110325,0.567708588916667,0.549841149083333,0.573789544333333,0.599780994083333,0.55887688175,0.6425847575,0.591606028416667,0.57062335025,0.589044050166667,0.550900961333333,0.564644985083333,61.1,63.2,63.4286,61.6857,68.9625,61.2286,60.8,61.04,70.6444,63.7333,66.4,61.2286,68.8,61.65,62.46,61.3333,64.75,73.6882,77.1
"TNF","tumor necrosis factor","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","Functions to control the survival, growth, differentiation and effector function of tissues and cells [goid 5125] [evidence IEA]",40.636694874167,27.4331591484969,55.475,0.865529245,0.675083424807178,-13.20353572567,13.20353572567,0.0156021495268139,-54.609470755,54.609470755,0.666998276842105,0.721221638421053,0.754307801052632,0.710089025842105,0.749569547,0.749423181263158,0.734153263736842,0.73251574268421,0.677227743157895,0.756645130842105,61.25,73.9929,60.8,50.7,55.58,57.9667,54.98,55.475,53.9,67.3143,58.42,60.8,62.72,55,56.8,89.9923,61.7333,58.5,75.2875,0.774927404315789,0.715697516157895,0.748638683736842,0.793040070210526,0.666867406105263,0.572560093526316,0.675228925421053,0.656561764526316,0.759206280263158,0.840569232210526,0.658288403842105,0.677550675473684,0.663743308947368,0.717565808526316,0.757843777263158,0.723844085684211,0.795388598526316,0.837129303421053,0.75092378131579,0.732520472947368,0.675185441263158,0.778132114157895,0.623976856315789,0.707653381210526,55,108.1238,59.7,57.55,56.8,55.46,88.9483,59.15,51.7,50.7,67.1273,52.2,53.7667,53.55,51.8667,63.4,52.18,48.3,76.8
"TGFB1","transforming growth factor beta 1 ","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGFB family members. This encoded protein regulates cell proliferation, differentiation and growth, and can modulate expression and activation of other growth factors including interferon gamma and tumor necrosis factor alpha. This gene is frequently upregulated in tumor cells, and mutations in this gene result in Camurati-Engelmann disease. [provided by RefSeq, Aug 2016]","Interacting selectively with a type II transforming growth factor beta receptor [goid 5114] [pmid 11157754] [evidence IDA]",39.62801789359,26.728788989407,57.625,0.0848248565,0.674492200472395,-12.8992289041831,12.8992289041831,0.00147201486334056,-57.5401751435,57.5401751435,0.341770487,0.337405812611111,0.344318526722222,0.334330264111111,0.332291102777778,0.339605122555556,0.342839452055556,0.343883174555556,0.327515151055556,0.338759820666667,53.4,59.6667,68.175,60.05,60.8857,63.3,73.1,57.4,55.7,61.525,58.42,59.9667,62.18,59.6,57.625,61.6857,58.3,55.7,59.15,0.317560172055556,0.315597059055556,0.330475354722222,0.353261502444444,0.356920181277778,0.356544405388889,0.3633728805,0.368627049444444,0.360883652055556,0.3529483725,0.367053800277778,0.351151383777778,0.348635583166667,0.348870743388889,0.3531570305,0.346515637666667,0.359807210388889,0.361438125222222,0.362577929944444,0.356660270555556,0.360321515666667,0.362618139111111,0.373760272055556,0.361568273333333,64.2,52.9,58.3,57.08,62.3667,62.5125,57.58,61.04,56.075,61.525,62.975,70.2,58.1,57.94,56.6,60.8667,63.52,58.7,58.3667
"S100B","S100 calcium binding protein B","The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21; however, this gene is located at 21q22.3. This protein may function in Neurite extension, proliferation of melanoma cells, stimulation of Ca2+ fluxes, inhibition of PKC-mediated phosphorylation, astrocytosis and axonal proliferation, and inhibition of microtubule assembly. Chromosomal rearrangements and altered expression of this gene have been implicated in several neurological, neoplastic, and other types of diseases, including Alzheimer's disease, Down's syndrome, epilepsy, amyotrophic lateral sclerosis, melanoma, and type I diabetes. [provided by RefSeq, Jul 2008]","Interacting selectively with calcium ions (Ca2+) [goid 5509] [evidence IEA]",33.6788416149867,22.5879025331127,50,0.9093098,0.670685256676445,-11.090939081874,11.090939081874,0.018186196,-49.0906902,49.0906902,0.687629026923077,0.765489395384615,0.747935184615385,0.732911045384615,0.736326016923077,0.733128666153846,0.7395437,0.708629712307692,0.731261475384615,0.743452611538462,47,52.15,50.7,50.65,54.5,53.46,50.85,51.3,51.0667,49.675,51.5,48.875,51,55.1,51.8667,51,47.6,50,51.0667,0.685240753846154,0.742267667692308,0.707055036923077,0.748652460769231,0.818991161538462,0.774300874615385,0.801925152307692,0.815374144615385,0.765777862307692,0.755779370769231,0.795353397692308,0.767261533846154,0.748256323076923,0.73794744,0.775501018461538,0.753924411538462,0.774657698461538,0.761109522307692,0.815891599230769,0.759642966153846,0.755626303846154,0.783131992307692,0.743944546153846,0.735595685384615,49,43.1,44.8,49.5333,47.3,51.575,52.84,55.9,50.5,53.9,48.525,48.3,48.2,53.2,48.8,52,52.55,51,51.9333
"IL10","interleukin 10","The protein encoded by this gene is a cytokine produced primarily by monocytes and to a lesser extent by lymphocytes. This cytokine has pleiotropic effects in immunoregulation and inflammation. It down-regulates the expression of Th1 cytokines, MHC class II Ags, and costimulatory molecules on macrophages. It also enhances B cell survival, proliferation, and antibody production. This cytokine can block NF-kappa B activity, and is involved in the regulation of the JAK-STAT signaling pathway. Knockout studies in mice suggested the function of this cytokine as an essential immunoregulator in the intestinal tract. Mutations in this gene are associated with an increased susceptibility to HIV-1 infection and rheumatoid arthritis.[provided by RefSeq, May 2011]","Functions to control the survival, growth, differentiation and effector function of tissues and cells [goid 5125] [evidence IEA]",32.9487732292069,21.9274868278953,46.575,0.947016094,0.665502374712333,-11.0212864013116,11.0212864013116,0.0203331421148685,-45.627983906,45.627983906,0.86917074675,0.93522634575,0.93558954125,0.92137291425,0.910891062,0.913602304,0.93112733575,0.88774556875,0.92973264675,0.92576518175,57.7,51.8,59.0667,46.575,51.5,48.75,49.825,47,45.48,49.1,54.95,47.7,51.9,43.02,46.575,47.3,44.1125,51.3,52.7,0.94205113025,0.9127474185,0.943628962,0.941008786,0.92550817525,0.92118607675,0.92977773325,0.9416732155,0.89370764525,0.91385319925,0.914161832,0.929180964,0.93164072975,0.9105300845,0.943629,0.932796214,0.9336286855,0.92093722725,0.94256964975,0.8819205715,0.937806843,0.94136318575,0.91676497125,0.92696129925,57.9,54.35,52.75,47,48.375,48.8,45.4,43.6,51.6,50.05,49.2,45.3,46.5333,51.0667,51.9333,41.9571,44.2875,44.55,46
"AKT1","AKT serine/threonine kinase 1","The serine-threonine protein kinase encoded by the AKT1 gene is catalytically inactive in serum-starved primary and immortalized fibroblasts. AKT1 and the related AKT2 are activated by platelet-derived growth factor. The activation is rapid and specific, and it is abrogated by mutations in the pleckstrin homology domain of AKT1. It was shown that the activation occurs through phosphatidylinositol 3-kinase. In the developing nervous system AKT is a critical mediator of growth factor-induced neuronal survival. Survival factors can suppress apoptosis in a transcription-independent manner by activating the serine/threonine kinase AKT1, which then phosphorylates and inactivates components of the apoptotic machinery. Mutations in this gene have been associated with the Proteus syndrome. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2011]","Interacting selectively with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose moiety [goid 166] [evidence IEA]",172.332584011026,113.753163226391,228.5216,0.91989417,0.660079252447774,-58.5794207846348,58.5794207846348,0.00402541453411844,-227.60170583,227.60170583,0.806088373,0.806736541344828,0.803216384241379,0.801927813310345,0.807075438896552,0.802514721793103,0.810814281724138,0.810924985551724,0.801190398931034,0.806143932689655,354.117134482759,413.432124137931,309.685982758621,284.661262068966,240.718434482759,227.263448275862,244.473434482759,148.493972413793,194.973282758621,441.976293103448,339.843965517241,202.271203448276,169.611731034483,205.271506896552,193.382575862069,258.3176,336.28664137931,278.143765517241,146.663944827586,0.798247672724138,0.799175766344828,0.806300701793103,0.796285799517241,0.754866642103448,0.742813580827586,0.746483058758621,0.775588845896552,0.773236919344828,0.773488405517241,0.78922720862069,0.802642447172414,0.789269275413793,0.781977701758621,0.797000571206897,0.794102969551724,0.778404500482759,0.788371175758621,0.806069037896552,0.787083299862069,0.775942078655172,0.783234958448276,0.768683767103448,0.766805108689655,342.824137931034,389.481375862069,342.594962068966,314.165962068965,271.93274137931,224.125903448276,199.412137931034,150.248317241379,194.239579310345,255.049168965517,326.186648275862,243.557286206897,186.582686206897,187.301068965517,194.702793103448,259.646120689655,341.942675862069,251.493013793103,197.124137931034
"IFNG","interferon gamma","This gene encodes a soluble cytokine that is a member of the type II interferon class. The encoded protein is secreted by cells of both the innate and adaptive immune systems. The active protein is a homodimer that binds to the interferon gamma receptor which triggers a cellular response to viral and microbial infections. Mutations in this gene are associated with an increased susceptibility to viral, bacterial and parasitic infections and to several autoimmune diseases. [provided by RefSeq, Dec 2015]","Functions to control the survival, growth, differentiation and effector function of tissues and cells [goid 5125] [evidence IEA]",45.9188794201793,29.3252496652047,61.4625,0.935104319,0.638631648583251,-16.5936297549747,16.5936297549747,0.0152142252430344,-60.527395681,60.527395681,0.767402663,0.8278308484,0.8397540474,0.8421132424,0.821883413,0.8336688248,0.8114183224,0.8241585698,0.8305048666,0.8249683874,60.4667,72.4,59.7,65.6,71.945,62.075,63,71.3818,94.6333,62.78,61,61.4625,92.3471,78.225,67.55,65,60.4875,65.3556,88.0143,0.7352451242,0.800972319,0.822545819,0.8323631706,0.8211793894,0.7944416566,0.7873843116,0.7979761808,0.8041357582,0.7683179342,0.812420544,0.897303088,0.8339449806,0.8147187694,0.842633853,0.7804233512,0.8498256198,0.7929314314,0.9306687338,0.8279512898,0.8135891272,0.8266061118,0.7905024414,0.8038545988,61.5,60.95,57.3,60.3,70.52,69.1667,63.52,61.4833,75.6,65.3,64.9,61.6143,80.2,63,65.6333,68.28,63.8933,62.9429,65.3
"NFKB1","nuclear factor kappa B subunit 1 ","This gene encodes a 105 kD protein which can undergo cotranslational processing by the 26S proteasome to produce a 50 kD protein. The 105 kD protein is a Rel protein-specific transcription inhibitor and the 50 kD protein is a DNA binding subunit of the NF-kappa-B (NFKB) protein complex. NFKB is a transcription regulator that is activated by various intra- and extra-cellular stimuli such as cytokines, oxidant-free radicals, ultraviolet irradiation, and bacterial or viral products. Activated NFKB translocates into the nucleus and stimulates the expression of genes involved in a wide variety of biological functions. Inappropriate activation of NFKB has been associated with a number of inflammatory diseases while persistent inhibition of NFKB leads to inappropriate immune cell development or delayed cell growth. Alternative splicing results in multiple transcript variants encoding different isoforms, at least one of which is proteolytically processed. [provided by RefSeq, Feb 2016]","The function of binding to a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex [goid 3700] [pmid 10928981] [evidence TAS]",2689.21708096136,1632.24449181895,3673.3812,0.324264791,0.606958993148834,-1056.97258914241,1056.97258914241,8.82742011637671e-05,-3673.056935209,3673.056935209,0.4506493395,0.462873743416667,0.463778344083333,0.478023312583333,0.464812770916667,0.469330886583333,0.472886027083333,0.471799010833333,0.450986394333333,0.472808050166667,3517.9802,3984.9644,3685.822,4739.3293,4576.8059,4515.2271,4310.7825,4717.2809,4719.168,3142.4397,3673.3812,4222.7223,4791.4703,4197.0932,4564.0265,4077.5105,3692.0563,3364.3426,3490.2345,0.444561034083333,0.452778352083333,0.44711510275,0.453151129416667,0.435388675166667,0.44136959,0.44760291875,0.428922429416667,0.4370978845,0.448418555833333,0.444947460333333,0.451396669333333,0.4488220285,0.44693127,0.438641896166667,0.450145389083333,0.440453705166667,0.442695813666667,0.473409356916667,0.442352180916667,0.443658230333333,0.447353136166667,0.426276034166667,0.43805937225,3279,3344.1577,3546.967,3400.9451,4019.3259,3116.7998,3525.5659,3850.129,5089.9783,4565.2928,3352.005,3756.3483,4470.511,3470.5216,4365.6582,3407.693,3898.8879,2724.5595,2991.4956
"CNR1","cannabinoid receptor 1 ","This gene encodes one of two cannabinoid receptors. The cannabinoids, principally delta-9-tetrahydrocannabinol and synthetic analogs, are psychoactive ingredients of marijuana. The cannabinoid receptors are members of the guanine-nucleotide-binding protein (G-protein) coupled receptor family, which inhibit adenylate cyclase activity in a dose-dependent, stereoselective and pertussis toxin-sensitive manner. The two receptors have been found to be involved in the cannabinoid-induced CNS effects (including alterations in mood and cognition) experienced by users of marijuana. Multiple transcript variants encoding two different protein isoforms have been described for this gene. [provided by RefSeq, May 2009]","Combining with an extracellular or intracellular messenger to initiate a change in cell activity [goid 4872] [evidence IEA]",53.8362937983836,31.1282311735029,69.5778,0.9268275,0.578201599279434,-22.7080626248807,22.7080626248807,0.0133207359243897,-68.6509725,68.6509725,0.55895807375,0.59069260625,0.587436343125,0.56936371125,0.57127029125,0.580979620625,0.576680256875,0.57352443375,0.575539493125,0.568775323125,103.3273,75.2429,68.875,87.4676,75.96,80.0727,69.8267,69.5778,102.6,84.4364,98.4667,77.85,120.4,63.2,82.4563,57.9667,66.0857,96.4,75.2875,0.5600533975,0.569761735,0.57299479375,0.57602311875,0.62356516875,0.654044620625,0.64032961875,0.61456357625,0.608495911875,0.631442104375,0.62989409,0.59104337125,0.62204469125,0.6383231925,0.594478248125,0.579849184375,0.631408594375,0.65737228,0.685420909375,0.64843537,0.580152930625,0.610114175625,0.5943132375,0.60111614,94,62.6,90.4739,64.6222,66.2615,58.26,61.525,62.25,58.5,129.0308,61.6857,59.4667,61.9,58.6,89.9706,63.4,56.0857,59.5333,65.6333
"IL1B"," interleukin 1 beta ","The protein encoded by this gene is a member of the interleukin 1 cytokine family. This cytokine is produced by activated macrophages as a proprotein, which is proteolytically processed to its active form by caspase 1 (CASP1/ICE). This cytokine is an important mediator of the inflammatory response, and is involved in a variety of cellular activities, including cell proliferation, differentiation, and apoptosis. The induction of cyclooxygenase-2 (PTGS2/COX2) by this cytokine in the central nervous system (CNS) is found to contribute to inflammatory pain hypersensitivity. This gene and eight other interleukin 1 family genes form a cytokine gene cluster on chromosome 2. [provided by RefSeq, Jul 2008]","Mediates the transfer of a signal from the outside to the inside of a cell by means other than the introduction of the signal molecule itself into the cell [goid 4871] [pmid 10786823] [evidence TAS]",67.7189274118759,36.9820129933628,84.6957,0.945514737,0.546110436280733,-30.7369144185131,30.7369144185131,0.011163668722261,-83.750185263,83.750185263,0.9400282608,0.9191403816,0.9170276206,0.9065402146,0.9252701974,0.9202140738,0.9213696368,0.8773016684,0.8680755882,0.9130273022,66,85.7143,92.9706,74.5474,95.363,84.6957,141.0828,81.6857,82.6824,117.259,97.0889,102.4488,144.1887,88.1462,86.5526,112.8615,119.5091,99.2732,182.671,0.817701821,0.8288679236,0.8853599584,0.9326731652,0.9345180102,0.8932575634,0.908237942,0.9362007798,0.9170551838,0.9081373888,0.9338430098,0.9268607098,0.910774187,0.9389363144,0.9510956448,0.9248383456,0.938373535,0.924813007,0.9497447936,0.9399279264,0.9333844494,0.9192590422,0.879451897,0.9122461164,61.8,74.35,70.4667,72.6059,76.471,76.95,109.9962,67.85,90.8474,223.8053,75.6,65.5,77.85,69,77.7818,57.64,78.9,68.4667,72.4
"ICAM1","intercellular adhesion molecule 1","This gene encodes a cell surface glycoprotein which is typically expressed on endothelial cells and cells of the immune system. It binds to integrins of type CD11a / CD18, or CD11b / CD18 and is also exploited by Rhinovirus as a receptor. [provided by RefSeq, Jul 2008]","Combining with an extracellular or intracellular messenger to initiate a change in cell activity, and spanning to the membrane of either the cell or an organelle [goid 4888] [pmid 2538243] [evidence TAS]",66.0084599114778,34.6094796914103,95.0053,0.1948827015,0.524318848490393,-31.3989802200675,31.3989802200675,0.00205128241792826,-94.8104172985,94.8104172985,0.243240639214286,0.254680652714286,0.249876395857143,0.235654208571429,0.2490529475,0.2406683335,0.252828519214286,0.231689541857143,0.247536110285714,0.245510084142857,96.1476,102.7379,118.5088,95.2075,108.3778,88.9483,100.0047,77.2154,85.5765,108.0493,95.0053,103.56,116.725,99.6824,100.763,122.4746,106.0098,91.3944,95.4063,0.291935537142857,0.326383859857143,0.196603693071429,0.199644769785714,0.203312517785714,0.246235756214286,0.226498897642857,0.228469128785714,0.312205702285714,0.264168082071429,0.307035160571429,0.210108305285714,0.232682565428571,0.253668585142857,0.290481761285714,0.241865271785714,0.282244209428571,0.256982030142857,0.358152982857143,0.273222125071429,0.2454128935,0.253201520142857,0.244828440428571,0.239982934928571,86.1,84.0636,81.2069,74.9421,80.8345,71.98,97.6977,63.3333,86.3,76.6,72.1812,71.42,71,76.9636,82.7467,67.28,78.7,76.8,81.8727
"NR3C1","nuclear receptor subfamily 3 group C member 1 ","This gene encodes glucocorticoid receptor, which can function both as a transcription factor that binds to glucocorticoid response elements in the promoters of glucocorticoid responsive genes to activate their transcription, and as a regulator of other transcription factors. This receptor is typically found in the cytoplasm, but upon ligand binding, is transported into the nucleus. It is involved in inflammatory responses, cellular proliferation, and differentiation in target tissues. Mutations in this gene are associated with generalized glucocorticoid resistance. Alternative splicing of this gene results in transcript variants encoding either the same or different isoforms. Additional isoforms resulting from the use of alternate in-frame translation initiation sites have also been described, and shown to be functional, displaying diverse cytoplasm-to-nucleus trafficking patterns and distinct transcriptional activities (PMID:15866175). [provided by RefSeq, Feb 2011]","The function of binding to a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex [goid 3700] [pmid 7769088] [evidence TAS]",107.217080897129,46.3460609623225,95.075,0.164768366,0.432263782734301,-60.8710199348064,60.8710199348064,0.00173303566657902,-94.910231634,94.910231634,0.376485002608696,0.410964025,0.373731721173913,0.356269167130435,0.361220073173913,0.370868035782609,0.371620343565217,0.337562813434783,0.324907907,0.367690840913043,149.918047826087,158.699643478261,139.618808695652,169.07207826087,239.165534782609,186.375986956522,181.191947826087,171.675769565217,175.306747826087,140.497173913043,167.302239130435,169.179430434783,150.020656521739,185.761491304348,155.561152173913,135.517569565217,158.0659,146.656882608696,126.056965217391,0.423937399304348,0.424697944565217,0.414855703521739,0.431280651565217,0.457948882434783,0.456142448521739,0.472940142565217,0.453959002,0.450263479217391,0.435143854391304,0.456291910826087,0.419241820434783,0.423780584478261,0.453221294347826,0.44367356973913,0.421860016,0.452804760391304,0.442077394,0.443607578956522,0.43658562226087,0.439441030608696,0.437737505130435,0.44679053773913,0.44050346426087,100.169565217391,97.4484434782609,109.020608695652,92.7544956521739,141.378252173913,112.267952173913,101.361617391304,100.398813043478,114.837947826087,91.4086782608696,112.349330434783,121.9205,137.875317391304,69.9168782608696,114.257913043478,75.1130565217391,118.675795652174,83.5525,87.5941695652174
"TNFSF10","TNF superfamily member 10 (TRAIL)","The protein encoded by this gene is a cytokine that belongs to the tumor necrosis factor (TNF) ligand family. This protein preferentially induces apoptosis in transformed and tumor cells, but does not appear to kill normal cells although it is expressed at a significant level in most normal tissues. This protein binds to several members of TNF receptor superfamily including TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4, and possibly also to TNFRSF11B/OPG. The activity of this protein may be modulated by binding to the decoy receptors TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4, and TNFRSF11B/OPG that cannot induce apoptosis. The binding of this protein to its receptors has been shown to trigger the activation of MAPK8/JNK, caspase 8, and caspase 3. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2010]","Functions to control the survival, growth, differentiation and effector function of tissues and cells [goid 5125] [evidence IEA]",697.891466197724,209.015518964959,776.7491,0.9237979845,0.299495736928444,-488.875947232765,488.875947232765,0.00118931323447945,-775.8253020155,775.8253020155,0.664253105,0.767068606,0.77269797375,0.75691408,0.732228958,0.75835034775,0.72872999325,0.74478181425,0.789726846,0.76286801,956.2034,989.9252,872.5718,981.6092,2030.3088,978.353,1350.154,1092.1914,1481.8059,764.5788,1081.444,1160.0078,1687.5333,796.2375,1112.4259,679.4569,776.7491,679.4708,760.3481,0.8037886745,0.84373291225,0.7904536975,0.75735434175,0.77391679875,0.789030926,0.80919140875,0.87253531525,0.8832547685,0.80544495575,0.8550134975,0.79264299975,0.82568271975,0.86575911175,0.86125233125,0.7718222185,0.89124597825,0.8255225165,0.7303281755,0.87815345225,0.8389693735,0.83541825825,0.85417145525,0.88142960625,598.2,382.9833,383.6696,347.604,636.1029,483.7763,660.2784,558.2737,591.9217,251.2783,513.1077,717.5354,632.4706,273.7776,540.8946,327.0049,418.2011,286.4,364.3511
