"symbol","transcript","chromosome","start","end","width","gsm1667144","gsm1667145","gsm1667146","gsm336252","gsm336253","gsm336254","gsm336255","gsm336256","gsm336257","gsm336258","gsm336259","gsm336260","gsm336261","gsm336262","gsm336263","gsm336264","gsm336265","gsm336266","gsm336267","gsm336268","gsm336269","gsm336270","gsm336271","gsm336272","gsm336273","gsm336274","gsm336275","gsm336276","gsm336277","gsm336278","gsm52661","gsm52662","gsm52663","gsm52664","gsm52665","gsm52666","gsm52667","gsm52668","gsm52669","gsm52670","gsm52671","gsm9098","gsm9099","gsm9100","gsm9101","gsm9102","gsm569424","gsm569425","gsm569426","gsm569427","gsm569428","gsm1667147ul","gsm1667148ul","gsm1667149ul","gsm336202ul","gsm336203ul","gsm336204ul","gsm336205ul","gsm336206ul","gsm336207ul","gsm336208ul","gsm336209ul","gsm336210ul","gsm336211ul","gsm336212ul","gsm336213ul","gsm336214ul","gsm336215ul","gsm336216ul","gsm336217ul","gsm336218ul","gsm336219ul","gsm336220ul","gsm336221ul","gsm336222ul","gsm336223ul","gsm336224ul","gsm336225ul","gsm336226ul","gsm336227ul","gsm336228ul","gsm336229ul","gsm336230ul","gsm336231ul","gsm336232ul","gsm336233ul","gsm336234ul","gsm336235ul","gsm336236ul","gsm336237ul","gsm336238ul","gsm336239ul","gsm336240ul","gsm336241ul","gsm336242ul","gsm336243ul","gsm336244ul","gsm336245ul","gsm336246ul","gsm336247ul","gsm336248ul","gsm336249ul","gsm336250ul","gsm336251ul","gsm38689ul","gsm38690ul","gsm38691ul","gsm38692ul","gsm38693ul","gsm38694ul","gsm38695ul","gsm9093ul","gsm9094ul","gsm9095ul","gsm9096ul","gsm9097ul","gsm569429ul","gsm569430ul","gsm569431ul","gsm569432ul","gsm569433ul"
"TOLLIP","ENST00000382211","chr11",1311461,1309952,1510,205.85,217.7,130.65,64.5,51.575,39,59.8,69.05,62.5,48.375,77.175,37.525,53.5,47.175,48.75,47.925,54.125,46.7,47.525,82.475,59.05,34.825,33.475,51.75,31.65,44.725,32.7,52.45,50.25,65.6,9.7,24.6,36,35.4,28.7,36.2,30.5,46.6,26.5,27.8,38.6,52.7,66,121.5,76.9,109.7,44.4,45.6,43.8,40,41.6,190.6,128.15,195.9,44.35,46,40.125,56.425,45.9,58.275,48.45,51.8,53.25,43.425,56.975,40.075,58.35,52.275,65.35,38.9,44.725,54.875,75.075,69.3,45.725,53.6,47.625,59.85,61.9,69.175,95.65,66.175,53.7,62.4,58.55,47.975,37.4,51.125,45.3,49.3,39.9,52.7,56.7,44.9,47.3,58.475,60.775,38.7,48.725,42.425,41.125,49,70.1,66.325,37.6,16.5,36.9,49.2,52.6,24.1,68.9,85.6,55.8,49.5,12.3,33.2,43.9,49.5,48,50,33
"FN3K","ENST00000300784","chr17",80706848,80708346,1499,20.7,40.2,92.2,1.4,6.6,1.9,5.4,0.8,20.7,1.7,1.6,4,2.1,4.3,1,5.1,6.6,4.6,1.4,2.9,2.5,1.8,1.2,2.4,3.5,6,6.6,10.5,2.2,2.8,16.7,13.7,12.1,11.4,27.6,6.4,25.8,10.9,14.6,9.1,4.1,2.9,4.2,14.1,7.1,10.4,26.2,15.7,17.6,15,16.6,27.8,84.8,330,4.7,4.4,3.7,2.6,4.2,2.3,3,3.6,1.5,4.6,2.6,6,3.3,1.4,1.8,1.7,3.2,13.2,2.5,1.8,2,6.8,2.8,6.8,1.3,12.7,4.4,2.2,2.5,2,2.8,4.8,2.2,1.9,2.2,1.6,1.6,3.5,2.7,1.3,3.7,2.7,2,2.1,2.4,2.2,1.5,4.3,1.1,2.1,12.2,19.3,4.8,17.3,19.2,32,1.4,3.8,29.7,19.9,33.7,35,21.8,23.1,16.5,15.6,15.4
"CSNK1E","ENST00000400206","chr22",38689299,38687924,1376,18748.9333333333,4255.96666666667,22528.3333333333,51.8,52.05,43.2,60.05,78.25,64.8,80,58.8,30.05,46.25,73.5,56.35,73.3,52.65,81.3,66.9,55.7,31.8,29.15,40.7,34.8,59.95,100.6,43.6,117.35,47.8,59.45,5.1,15.6,8.5,5.8,9.8,7.4,9.7,6,10,7.5,11.5,21.6,21.1,16.8,14.7,16.3,143.2,100.3,74.3,69.1,82.1,13372.9333333333,12182.3333333333,696.833333333333,65.45,49.5,51.45,51.6,53.85,33.35,68.15,83.15,53.95,70.1,75.55,34.3,61.35,59.95,74.5,36.65,64.15,28.45,55.6,56.35,40.3,62.35,87.3,54.2,43.85,71.7,42.15,66.8,58.5,66.9,39.6,41.85,10.65,72.55,88.9,58.65,32.55,71.95,66.6,78.65,137.9,39.95,77.6,51.45,36.5,41.55,39.35,53.55,72.55,112.75,5.8,5,8.9,7.4,8,13.6,10.8,34.5,12.7,10.9,9.1,24.8,118.9,118.7,90.2,85,78
"ASPSCR1","ENST00000306739","chr17",79967402,79968695,1294,194.5,144.7,105.4,71.8,52.3,50,58.2,85.8,39.5,106.9,102.3,42.8,79.9,91.7,60.6,94.4,63.9,59,43.1,78.2,59.4,32.8,28,35.7,15.7,54,82,80.2,100.4,82.6,26.9,13,28.8,32.2,32,28,62.8,17.5,27.4,26,18.1,45.6,47.1,45.7,35.8,30.5,26.6,23.9,24.1,27.8,29.5,225.2,66.7,240.2,82.8,72.7,67.9,116.4,104.2,61.6,92.4,90.4,76.9,114.8,125.5,49.3,236.7,75.9,159.5,35.9,102.9,93.6,87.1,130.8,51.2,75.9,88.4,97.3,84.9,89.7,133.5,93,83.4,141.7,146.2,41.5,43.4,77.3,83,142.2,38.3,38.2,65.5,80.9,70.9,130.2,96.1,82,68.6,50.5,63.9,110.8,161.2,142.7,36.3,28.2,32.9,18.1,30,51.7,43.3,63.8,28.6,51.9,59.9,95.6,32.9,27,34.4,27.9,29
"PICK1","ENST00000404072","chr22",38469096,38470318,1223,79,32.7,22.4,34.3,27.2,29.3,65.3,72.8,25,47.7,45.2,31.7,63.3,84.5,61.4,67.1,56.4,39.7,68.9,34.1,50.1,45.9,72.4,65.4,54.5,75.8,59.8,63.4,53.8,37.4,49,30.4,36.9,31.8,20,32.8,40.4,22.3,24.7,23.5,19.9,80.6,116,55.9,81.6,38.8,112,65.7,71.3,72.4,63.2,95.1,24.3,28.9,40.1,65.1,36.7,39,84.7,72.8,52.5,44,76.7,42.6,67,62.1,50.2,43.6,33.4,20.4,33.2,27.1,72.9,53.7,41.1,44.3,46.3,45,43.7,44.9,63.8,47.6,36.4,53.3,35.6,73.4,39.6,64.4,67.5,47.4,59.8,87.5,62.1,58,59.2,52.7,68.4,50.9,97.2,56,53,47.5,67.4,54.5,27.7,24.1,30.4,19.4,23.2,59.2,24.2,46.3,51.5,32.1,35.8,55,98.8,94,64.9,52.6,68
"ADSL","ENST00000480775","chr22",40755270,40756424,1155,914.2,2022.1,537,373.5,382.25,293.05,354.2,401.7,388.1,400.35,480.3,333.5,398.95,530.3,341.8,387.95,398.6,420.55,447.4,405.85,366.15,330.35,356.75,383.95,365.95,349.8,386.2,316.35,426.7,403.55,201,225.5,200.2,280.25,193.15,213,224.7,224.55,213.15,232.1,179.95,242.85,260.05,210.05,246.25,213.15,113.65,209,199.45,367.65,416.8,1219.4,2094.4,3627.7,385.25,393.7,434.5,543.6,689.35,544.8,463.1,490.15,528.95,436.15,455.5,396.7,482,555,484.4,381.7,447.35,302.3,352.7,448.05,520.35,427.25,594.1,432.85,411.5,463.1,500,353.65,393.9,441.2,492.1,424.55,449.7,516.55,587.75,405.6,409.1,504.35,451.5,419.65,462.2,434.5,428.55,412.95,509.55,427.55,388.2,458.5,616.1,571.15,219.65,315.9,299.25,231.5,217.75,215.3,257.2,272.5,323.4,358.3,278.2,283.65,221.45,261.95,323.9,493.75,604.65
"AATK","ENST00000374792","chr17",79093187,79092191,997,79.8333333333333,103.433333333333,64.7,49.6,61.9,58.7,40.2,62.3,129.1,83.4,58.8,36.5,50.7,37.7,53.3,52.7,49.3,47.6,49.5,51,54.3,50.1,54.3,61.3,44.1,21.2,58.5,83.8,77.4,35.3,65.9,33.4,60.9,75.7,71.8,61.8,59.1,73.7,41.4,17.1,25.5,74.1,102.1,80.3,91.7,55.9,66.9,46.4,52.3,43.9,38.4,86.2333333333333,17.3,138.466666666667,53.8,41.7,38,16.4,61.3,32,55.8,49.8,49,42.3,56.6,47.7,47.5,20.6,47.9,65.9,44.1,63.5,28.4,44.6,36.8,69.6,28.3,46.7,58.2,12.7,111.2,46.7,41.3,59.8,32.6,51.3,61.6,38.3,39.9,54.5,54,74,36.3,39.1,42.6,27.7,51.7,49.4,78.6,44.1,28,59.6,54.4,46.4,53.5,47.9,47.1,8.9,53.7,82.7,11.3,72.1,45.4,66.2,48.9,16.6,54,74.6,47.8,40.7,45.4
"PSMD13","ENST00000533717","chr11",250851,251590,740,2174.5,2037.2,1466.8,265.15,251.3,223.4,231.6,304.05,306,299.4,306.25,167.8,288.75,306,245.2,263.5,268.2,250.05,213.15,231.2,261.15,147.45,126.75,160.15,115.85,256.45,276.15,289,363,208.6,127.5,77.75,109.1,83.75,113.15,118.75,126.75,106.8,122.55,99.35,102.55,130.85,183.3,188.55,183.6,149.9,67,94.55,129.85,128.2,144.8,1598.8,2106.2,34.5,266.1,369.2,227.35,326.4,332.45,320.6,243,263.4,310.9,346.05,356.75,190.3,314.55,438.35,340.95,178.75,269.05,324.65,319.6,319.05,320.25,291.4,275.55,311.35,241.5,299.9,334.2,243.2,251.3,295.1,337.9,128.4,177.45,354.5,348.4,415.85,128.7,114.6,401.95,313.75,234.55,380.85,303.9,276.85,348.8,265.75,304.9,221.45,294.65,389.15,138,101.25,114.35,107.15,130.85,140.3,126.15,163.75,116.6,170.7,137.8,184.35,107.75,77.9,221.8,148.25,136.5
"MUC5B","ENST00000349637","chr11",1272972,1273630,659,31.325,2144.3,91.525,2.1,6.7,1.05,5.25,2.15,12.5,3.35,1.2,1.25,1.15,2.6,1.15,1.9,2.25,2.6,1.6,2.6,1.7,2.1,16.75,6.15,5,5.8,4.35,2.15,3.25,1.85,4.65,4.75,4,6.6,11.35,3.7,9.6,4.35,8.25,3.6,6.1,7.3,9.55,3.05,11.8,4.85,57.65,33.65,22.5,23.2,22.7,25.375,1456.475,4636.45,1.4,1.3,2.35,2.7,1.75,3.05,3.7,1.4,3.55,2.05,1.3,8.45,3.4,1.3,0.95,2.4,1.25,4.1,2.4,1.25,1.05,2.15,3.35,1.65,1,1.45,2.8,1.5,1.15,1.7,3.3,3.8,5.65,4.1,2.25,8.2,4.1,17.35,1.15,1.4,3.5,2.35,1.95,1.2,3.3,3.85,1.55,4.45,2.85,2.45,1.65,5.9,5.8,3.65,4.9,10.2,7.25,3.2,16.65,6.95,18.95,7.9,33.25,42.55,22.4,20.35,21.3
"FASN","ENST00000306749","chr17",80038069,80037479,591,58.9,7.1,7,30.85,31,32.2,29.55,27.2,67.35,33.05,50.6,46.6,43.15,40.45,48.85,35.85,56.65,38.9,40.6,69.3,70.85,51.9,33.9,57.15,31.7,42.9,31.75,38.9,39.45,39.1,31.95,23.5,27.45,39.15,58.9,53.4,31.5,32.3,38.45,24.45,20.1,69.7,58.8,38.95,42.05,34.8,76.2,61.75,65.1,50.55,66.65,62,8.3,8.8,38.55,54.35,64.35,41.45,42.5,42.65,81.85,82.55,46.2,67.15,70.4,57.8,61.35,43,69.95,24.85,37.45,59.45,35.3,40.35,47.15,46.65,35.25,38.35,33.5,85.1,97.85,52.35,46.6,58,64,46.45,38.55,34.05,32.65,54.7,32.05,78.6,44.35,28.15,45.2,48.25,86.8,45.3,33.7,27.1,29.35,65.5,62.3,70.7,28.2,19.75,33.15,35.05,38.1,48.4,49.3,36.95,58.25,42.65,54.75,103.8,60.15,73.4,54.15,49.5,47.75
"SECTM1","ENST00000269389","chr17",80280754,80280188,567,530.433333333333,2094.93333333333,699.666666666667,72.6,64.4,90.9,77.9,81.2,123.8,119.1,97.7,67.7,114.1,98.5,44.7,76.7,52.4,59.1,76.9,51,65.4,59.2,48.9,93.4,64.2,49.5,38.9,70.6,36.6,65.3,166.3,85.2,98.8,151.4,67,84.8,68.3,49.3,54.5,19.9,51.4,116.1,57.2,68.2,52.5,74.7,74.2,42.1,65.4,48.8,40.3,359.366666666667,253.5,852.033333333333,77.5,60.6,89.6,87.3,51.1,57.4,54.1,145.6,83.8,88.8,79.7,78.9,177,79.2,90.3,39.7,70.6,111.9,43.5,56.2,32,139,74.5,73.9,94.5,383.2,118.9,71.7,38.6,106.3,93.6,102.4,71.4,36.7,45.3,84.3,57.6,20.1,43.3,40.8,75.1,88.4,122.2,32.4,63.6,50.7,31.5,78.2,225.2,83.2,67.7,45.6,16.6,12.6,40.1,72.2,34.4,90.6,37.1,10.8,44.6,65.9,49.9,45.9,78.2,54.9,38.9
"RPL3","ENST00000481985","chr22",39710722,39710186,537,122574.433333333,87093,77415.6333333333,7318.3,9287,7774,9452.8,10316.9,9298.6,7896.4,8378.1,8644.1,9195.5,9014.1,7841.5,8031.6,9740.2,9581.6,8437.8,8428,10489,7730.4,10673.8,5611.6,7300.5,11952.5,10800.9,13087.1,8877.7,9292.7,6235.7,5039.8,6445.5,5637.1,5376.4,5974,5109.3,4332,5526.4,5874.9,5156.6,7120.8,7817.5,6559.4,6425.4,5711.3,7158,7011.1,5080.1,6501.4,7843.2,127268.2,98617,109223.133333333,8101.2,8962.3,9011.7,7019.1,7812,11959.6,7894.3,7819.5,8545,8079.3,7476.8,8945.9,8115.9,9059.8,6106,9854.1,6678.2,7521.8,7615.6,7911.6,7730.9,9682,9040.3,8801.2,4941,7290.5,8283,6977.2,6937.6,7748.4,9031.7,6251.8,8352.4,10236,10334.6,14380.8,7145.3,11235.9,8736.5,7482.3,10527.6,7789.9,8107.7,9709.7,13255.3,6491,9635.8,7455.8,6950.3,7108.2,7099.5,6281.2,4542.5,15777.5,4866.3,7435.7,13830.1,6503.3,6867.2,7861.8,5373.6,6937.3,9054.8,9811,6749.3,7676.5,8177.1
