"GENE","CYTOBAND","GENE_SYMBOL","GSM1667144","GSM1667145","GSM1667146","GSM336252","GSM336253","GSM336254","GSM336255","GSM336256","GSM336257","GSM336258","GSM336259","GSM336260","GSM336261","GSM336262","GSM336263","GSM336264","GSM336265","GSM336266","GSM336267","GSM336268","GSM336269","GSM336270","GSM336271","GSM336272","GSM336273","GSM336274","GSM336275","GSM336276","GSM336277","GSM336278","GSM52661","GSM52662","GSM52663","GSM52664","GSM52665","GSM52666","GSM52667","GSM52668","GSM52669","GSM52670","GSM52671","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","GSM569424","GSM569425","GSM569426","GSM569427","GSM569428"
5435,"hs|22q13.1","POLR2F",5601.5,5097.85,5404.95,205.3,219.5,243.1,202.8,188.55,183.7,219.3,173.5,172.15,201.25,173.85,264.4,191.45,311.85,207.55,228.85,158.45,231,146.85,122,112.55,127.6,226.3,258.9,253.2,231.3,172.5,117.8,104.5,171.7,166.9,125.5,171.4,147,146.5,145.7,170,119.6,93.3,136.6,138.6,96.5,115,105,94.4,95.4,131.2,161.2
5880,"hs|22q13.1","RAC2",890.7,1010.53333333333,632.066666666667,64.35,83.75,54.45,89.7,92.15,94.05,106.1,104.7,81.6,83.75,80.65,47.7,60.1,75.65,54.05,92.65,65.7,72.6,55.7,63.4,64.35,64.3,74.55,43,87.25,71.2,58.4,46.65,37,46.8,71.45,32.55,47,42.1,63.55,67,46.35,51.7,68.45,64.5,47.65,69.1,82.65,70.6,47.3,76.15,49.25,50.9
6122,"hs|22q13.1","RPL3",122574.433333333,87093,77415.6333333333,7318.3,9287,7774,9452.8,10316.9,9298.6,7896.4,8378.1,8644.1,9195.5,9014.1,7841.5,8031.6,9740.2,9581.6,8437.8,8428,10489,7730.4,10673.8,5611.6,7300.5,11952.5,10800.9,13087.1,8877.7,9292.7,6235.7,5039.8,6445.5,5637.1,5376.4,5974,5109.3,4332,5526.4,5874.9,5156.6,7120.8,7817.5,6559.4,6425.4,5711.3,7158,7011.1,5080.1,6501.4,7843.2
6663,"hs|22q13.1","SOX10",7.95,15.95,7.3,4.25,10.6,6.3,15.2,9.1,19.45,20.8,20.9,2.75,16.1,17.95,3.05,18.65,3.95,4.9,12.25,19.3,11.05,15.9,10.75,23.75,25.1,11.35,20.25,17.7,7.7,4.85,6.65,4.9,7.6,7.35,15.6,5.25,9,8.45,12.05,7.25,7.85,12.3,7.15,19.75,7.5,26.3,73,43.5,46.7,39,32.95
6753,"hs|22q13.1","SSTR3",65.8,2464.5,7663.9,12.65,25.8,20.7,25.45,12.6,14.4,25.7,14.45,19.65,23.65,18.9,22.5,16.6,15,24.75,18.65,23.35,22.35,30.35,44.8,43.15,30.25,31.15,24.85,25.85,15.85,16.95,20.5,1.6,8.6,3.7,30.2,15.1,14.4,9,4.5,2.4,6.4,4.5,16.5,14.2,8.2,9.8,143.3,60.9,51.6,42.2,39.7
8398,"hs|22q13.1","PLA2G6",279.4,263.3,622,55.2333333333333,73.6666666666667,76.9,80.0666666666667,85.8333333333333,90.4666666666667,97.6,107.666666666667,72,73.5333333333333,115.033333333333,118.266666666667,74.4,72.7333333333333,83.4333333333333,97.2666666666667,110.533333333333,97.3666666666667,94.9666666666667,86.2333333333333,83.9333333333333,82.2666666666667,70.6666666666667,61.4666666666667,95.1333333333333,62.5666666666667,63.5333333333333,102.733333333333,47.3,84.4333333333333,95.4333333333333,106.133333333333,101.566666666667,74.1,70.2333333333333,76.8,69.6666666666667,79.8,114.7,96.4,86.7,100.266666666667,117.333333333333,164.933333333333,80.0666666666667,92.1333333333333,85.9333333333333,81.9333333333333
8484,"hs|22q13.1","GALR3",22845.5,7246,6313.5,6,12.1,10.7,22.8,11.2,52.4,13,23.5,7.2,3,12.1,15.5,4,25.5,14.6,11.4,10.2,10.3,10.6,17,12.6,6.8,19.3,23.1,17.8,4.5,7.9,26.3,39,35.6,24.9,10,15.3,19.9,30.8,27.7,42.2,27.4,41.7,34.9,14.9,12.2,28,114.1,59.4,59.7,46.9,43.6
8911,"hs|22q13.1","CACNA1I",31084.75,12496.05,20485.65,13.2,23.9666666666667,11.8,18.9333333333333,22.4666666666667,33.7666666666667,20.2333333333333,23.0666666666667,11.3,15.9333333333333,10.8666666666667,14.1,16.0333333333333,15.7,23.7666666666667,15.8666666666667,9.83333333333333,18.5333333333333,9.73333333333333,33.4666666666667,30.1,18.7333333333333,24.3333333333333,16.4,15.7,7.06666666666667,15.3,30.8333333333333,20.1666666666667,15.3666666666667,24.7,31.5,23.2,16.9666666666667,27.7,26.1,15.2,17.9,50.9666666666667,31.0333333333333,31.7666666666667,34.6333333333333,11,71.9666666666667,37.0666666666667,32.9666666666667,31.3,26.4333333333333
9145,"hs|22q13.1","SYNGR1",521.25,494.35,401.85,86.8666666666667,99.0666666666667,90.1333333333333,80.4,87.9,103.066666666667,127.033333333333,96.0333333333333,77.1333333333333,96.9666666666667,109.766666666667,83.0333333333333,105.166666666667,83.2,112.3,103.566666666667,112.333333333333,109.633333333333,54.2666666666667,64.1666666666667,64.8333333333333,58.0666666666667,79.7666666666667,105.2,97.3333333333333,109.866666666667,101.633333333333,56.8666666666667,36.2666666666667,59.6666666666667,63.5666666666667,62.1,63.5666666666667,58.4666666666667,43.6,48.6666666666667,39.4333333333333,30.9,49.0666666666667,38.7666666666667,61.5666666666667,48.2666666666667,29.3666666666667,105.466666666667,69.5,53.1333333333333,71.9666666666667,56.2333333333333
9402,"hs|22q13.1","GRAP2",9.3,16.4666666666667,13.5666666666667,2.5,3.4,3.8,2.1,2.8,4.8,1.3,2.2,2.6,11.2,9.7,1.4,13.5,14.9,3.6,2.5,3.3,4.5,2.4,7.7,5.8,11.8,3.8,20.1,5.7,4,3.5,1.8,2.4,13.3,2.3,4,7.2,2,15.1,3.3,1.8,2.4,4.9,6.1,2.6,5.3,4.5,67.5,36.1,33.5,32.3,25.1
9463,"hs|22q13.1","PICK1",79,32.7,22.4,34.3,27.2,29.3,65.3,72.8,25,47.7,45.2,31.7,63.3,84.5,61.4,67.1,56.4,39.7,68.9,34.1,50.1,45.9,72.4,65.4,54.5,75.8,59.8,63.4,53.8,37.4,49,30.4,36.9,31.8,20,32.8,40.4,22.3,24.7,23.5,19.9,80.6,116,55.9,81.6,38.8,112,65.7,71.3,72.4,63.2
9567,"hs|22q13.1","GTPBP1",1746.6,1826.8,1849.3,68.8,50.54,35.78,55.36,58.36,60.9,60.9,75.84,51.2,68.3,71.74,67.88,58.92,48.66,76.72,42.46,71.26,70.78,30.4,41.8,37.42,41.82,71.9,40.62,72.28,58.96,50.86,65.025,51.85,53.825,44.8,53.275,50.075,40.15,38.9,53.725,41.925,36.425,51.525,55.425,48.525,41.5,37.275,107.6,83.125,73.1,74.7,72.425
9582,"hs|22q13.1","APOBEC3B",34.6,17.8,10.2,5.5,22.8,7.9,16.6,13.4,28.6,13.5,17.5,17.5,10.5,13,12.4,11.5,39,19.2,8.5,15,33.9,30.4,33.3,20.3,18.1,19.7,33.7,13.9,28.8,7.1,7.8,12,7.6,14.5,10.3,8.6,7.7,15.6,11.7,26.7,10,12.2,8.6,17.5,21.4,14.9,11.9,12.1,13,12,13.5
9929,"hs|22q13.1","JOSD1",2252.1,4012.7,1823.85,319.2,313.4,213.8,301.9,439.7,412.3,377.1,376.1,383.1,435.5,370.3,314,365.6,280.2,434.8,247.9,365.4,357.3,203.8,182.6,242.8,284.6,378,281.7,222.1,355.5,354.6,127.6,148.3,132,194.7,113.2,179.7,145.5,148,103,122.6,135.5,181.8,378,189.5,173,206.6,120.9,181.8,114.2,187.6,172.2
10126,"hs|22q13.1","DNAL4",171.9,147.1,111.1,55.3,58.2,37.9,54.5,56.6,66.5,85.9,55.6,63.8,62.6,78.2,59.9,72.3,86.4,70.2,75.6,56.7,66.1,58.5,20.8,13.8,35.4,70.4,52.1,42.1,68.5,54.7,20.5,22.9,27,19.5,40.3,33.9,23.6,16.3,19.5,49.8,28.2,45.1,51.1,40.2,29.5,41.7,48,49.5,59.6,59.3,97.5
10454,"hs|22q13.1","TAB1",671.1,73.7,84,40,42.3,42.4,41.4,56.4,37.2,31.3,42.7,35.9,54.8,47.6,51.4,49.6,64,49.6,49.6,73.2,54.4,21.1,28,75.1,32.4,48.1,44.5,59.5,44.8,61.1,23.2,10.1,8.5,20.5,28.7,31,26.6,35.2,32.9,13.6,16.8,43.9,20.4,30.6,17.3,37.7,54.3,35,28.7,29.2,31.4
10521,"hs|22q13.1","DDX17",937.4,2526.73333333333,2257.86666666667,964.38,1236.22,1079.38,1233.04,1203.6,1192.02,1140.26,1078.34,1528,1137.7,1203.12,1181.68,1272.64,1210.1,1115.16,1193.68,1074.06,1265.52,1303.8,1508.08,904.42,1138.74,1270.92,1213.78,1446.78,1136.62,1060.84,827.675,668.625,801.5,941.875,997.8,697.975,488.15,561.6,639.175,823.575,742.4,1332.65,1024.875,774.525,766.325,793.375,529.4,894.425,897.8,644.7,978.375
11015,"hs|22q13.1","KDELR3",245.5,212.1,146,201.6,95.1,176.066666666667,89.1,113.366666666667,212.233333333333,87.6666666666667,155.133333333333,115.366666666667,143.2,81.3,61.2333333333333,88.8666666666667,186.566666666667,140.1,95.8,133.1,162.2,149.766666666667,137.466666666667,279.866666666667,76.4,145.033333333333,215.2,132.5,133.866666666667,148.2,57.6333333333333,79.7666666666667,64.2,57.2,121.6,93.3333333333333,121.066666666667,66.3333333333333,91.8333333333333,156.166666666667,77.5,130.566666666667,109.533333333333,164.333333333333,141.3,108.5,33.5,45.6666666666667,28.6333333333333,34.8,68.9
11078,"hs|22q13.1","TRIOBP",1995.03333333333,1006.06666666667,809.733333333333,292.82,338.86,233.56,290.98,333.84,349.52,297.66,352.78,327.22,449.76,408.24,285.8,319.3,241.3,279.2,238.82,264.98,304.46,284.32,324.16,351.26,247.14,270.1,384.76,331.06,320.44,279.46,389.05,445.55,431.45,240.2,392.55,505.15,558.85,252.9,502.15,335.7,412.8,442.75,437.45,435.7,407.35,392.5,405.95,558.65,340.2,467.65,609.25
11135,"hs|22q13.1","CDC42EP1",732.65,601.6,679.95,108.4,69.6,48.4,100.6,109.7,81,95.3,259.2,74.4,126.7,109.2,92,72.7,77.3,96.6,53.2,245.5,80.6,57.1,69.8,102.9,42.7,91,114,75.1,102.6,124.1,104.5,41.4,71.9,56.5,36.1,74,227,65.4,100.9,25.7,47.9,137.7,230.9,157.3,133.9,192.7,79.8,181.5,104.9,98.2,67.2
11144,"hs|22q13.1","DMC1",10.5,17.15,19.95,8.4,10.2,13.15,10.4,5.3,22.75,9.3,14.2,13.7,11.05,10.75,12.4,8.6,14.65,8.15,17.2,14.75,10.35,21.65,22.05,37.95,18.5,11.25,11.05,14.4,8.45,7.65,36.3,28.2,35.5,49.45,74.6,40.7,34.35,32.2,24.8,22.1,14.9,48.75,26.1,18.35,35.05,25.15,20.15,13.7,13.65,12.6,13.15
23112,"hs|22q13.1","TNRC6B",694.175,1185.45,1821.05,81.4285714285714,158.8,131.128571428571,157.114285714286,78.7428571428571,138.842857142857,114.642857142857,52.6142857142857,95.6571428571429,72.1571428571429,100,113.985714285714,182.985714285714,121.657142857143,103.342857142857,119.514285714286,80.6571428571429,173.785714285714,126.442857142857,122.828571428571,96.0571428571428,137.271428571429,122,182.685714285714,179.3,65.2428571428571,128,62.5,74.5,106.5,96.9,67.8,62.1,66.7,92.8,63.3,73,95.8,142.9,138.8,188.2,146.5,157.4,91.3,55.7,37,49.4,59.2
23464,"hs|22q13.1","GCAT",192,33.5,89.4,46,41.85,48.2,43.7,54.45,65.35,71.8,47.45,28.9,54.35,50.9,43.35,55.25,56.55,58.7,54.05,54.05,62.7,33.6,38.15,33.05,30.6,42.05,69.85,82.6,69.6,69.05,42.9,31.9,31.4,45.3,45.75,53.25,35.15,37.7,46.5,32.45,19.25,51.65,27.8,52.2,35.55,40.1,70.4,47.8,39.45,51.25,61.2
23466,"hs|22q13.1","CBX6",6469.9,6373.4,7785.4,500.25,601.2,513.3,536.6,651.3,604.65,705.4,614.1,475.15,822.75,542.6,399.25,528.75,464.25,499.5,390.9,587.5,617.5,389.45,437.1,487.7,538.35,469.1,634.8,531.5,781.55,488.9,338.9,189.2,367.85,252.95,320.45,354.8,422.55,186.75,389.4,94,145.15,302.45,240.95,317.8,346.55,451.15,241.35,266.95,284.35,290.3,240.5
23467,"hs|22q13.1","NPTXR",276.8,124.9,138.2,22.45,33.5,23.55,28.9,24.95,32.8,28,47.4,28.75,42.15,32.1,26.6,20.85,35.5,35.4,32.15,51.75,45.9,24.2,30.1,42.75,22.15,23.15,28.35,31.25,25.45,38.2,34.4,16.1,16.65,12.15,11.85,7.65,23.2,27.35,29.9,24.15,14.35,62.05,43.1,29.4,50.85,35.85,72.8,44.45,40.15,34.15,36.45
23492,"hs|22q13.1","CBX7",11481.2,12909.45,8722.8,611.7,761.7,786,799.3,729.4,573.1,956.3,630.5,679.9,708.1,939.8,916.8,858.9,670.9,612.5,868.5,769.9,563,551.8,357.7,375.2,828.5,570.9,683.7,757.2,987.4,914,493.1,280.2,432.5,482.2,209.7,250.3,266.7,564.1,267.1,84.5,415.4,467.8,234.1,247.8,276.6,302.7,265.8,220.1,152.6,461.8,206.6
23539,"hs|22q13.1","SLC16A8",72.7,91.6,139,25.4,3.8,23,12.5,3.6,10.4,13.1,4.1,2.4,3,4.5,16.4,5.7,18.1,6.9,4.5,17,4.5,8.2,5.5,15.1,7.5,4.3,28,14,2.8,4,7.4,5.6,11.8,7.8,8.2,29.9,9.9,7.6,8.1,9.3,6.8,12.7,7.9,6.9,11.7,12.7,75.9,37.7,27.1,24,20.6
23616,"hs|22q13.1","SH3BP1",21.55,5.7,7.55,19.6,22.3,15,11,9.8,9.2,13.9,23.5,34,21.4,22.6,16.4,24.5,12.9,39.1,8.1,38.8,29.8,23.1,4.8,34.9,18.1,13.6,6.8,9.4,15.8,17.1,7.2,3.1,7.4,8.8,9.6,34.2,10.7,3.8,24,6.5,7.6,8.2,8.8,7,6.3,7,80.1,58.2,48,40,40.6
23764,"hs|22q13.1","MAFF",873.9,3330.3,603,542.15,225.4,463.25,512.45,531.45,438.45,555.35,254.05,258.7,263.9,319.35,381.2,480.9,157.85,466.3,460.1,394.85,106.05,351.15,543.6,333.3,199.6,1193,187.2,510.9,309.2,240.15,222.5,174.8,76.05,198.45,94.65,113.85,95.75,294,50.55,108.5,156.95,746,409.5,204.95,153.05,107.65,96.95,349.35,36.4,303.05,89.4
25776,"hs|22q13.1","CBY1",1178.6,298.1,234,230.9,188.8,151,194.35,228,174.5,210.25,239.25,195,243.95,197.45,202.95,185.7,224.6,230.4,184.75,184.6,198.3,169.55,164.2,194.5,167.3,178,215,171.15,247.75,218.25,198.9,189.5,292.4,237,132.1,177.5,277.4,210,231.4,258.4,203.5,197.3,231.3,273.7,237.4,197.1,147.7,154.9,124,228.7,204
25777,"hs|22q13.1","SUN2",1822.6,107,633.7,548,300.3,587.5,347.2,506.4,441.6,377.8,672,251.4,658.5,440.5,428.3,460.8,306.1,430.2,254.7,435.9,555.6,243.6,257.7,333.5,261.1,404.3,377.8,359.8,405.7,401.2,239.6,132.8,201.6,158.9,150,162.8,200,213.5,238.4,65,134.1,290.4,239.1,330.1,197.9,287,285.2,187.5,142.8,227.2,167.1
25829,"hs|22q13.1","TMEM184B",18545.4,16317.9,11854.7,172.3,170.4,179.5,225,249.7,227.6,141.4,154.2,168.1,180.9,180.7,145,114.3,136.1,214.3,148.1,245.6,182.4,153.8,171.7,267.5,198.9,193.5,173.7,150.2,199.6,106.2,121.9,93.8,93.1,98.3,150.4,107.4,193.5,76.9,113.6,122.6,107.1,158.8,202.2,157.4,116.8,126,143.4,242.8,119,204.2,271.5
26088,"hs|22q13.1","GGA1",5161.25,5995.75,4838.65,237.94,273.22,202.94,273.22,294,266.26,334.26,303.84,229.1,315.18,374.98,275.44,251.26,235.16,266.96,291.1,248.96,281.48,203.9,221.62,193.96,258.14,304,237.12,285,361.38,265.84,439.275,218.6,330.35,283.775,317.225,389.5,287.1,216.1,318.25,228.625,246.725,327.55,363.075,263.85,296.075,258.45,546.725,279.775,283.45,250.475,273.05
27128,"hs|22q13.1","CYTH4",232.45,275.85,61.25,33.3333333333333,40.3666666666667,28,40.1,32.3,68.5666666666667,33.8666666666667,41.6333333333333,22.1666666666667,36.8333333333333,44.9333333333333,26.2,38.6333333333333,32.3,32.7333333333333,25.3,47.7666666666667,40.2333333333333,30.4666666666667,22.9666666666667,31.7,27.4333333333333,40.6,44.5333333333333,48.5,27.4333333333333,31.6,38.15,52.85,56.3,71.55,34.15,42.6,56.75,53.25,53.75,29.85,37.85,57.95,56.75,45.9,73.2,71.6,100.5,51.85,43.75,46.3,31.2
27350,"hs|22q13.1","APOBEC3C",769.5,1234.4,1228.9,164.1,57.1,117.6,87.6,121.6,83.2,133.5,344.4,85.7,279.3,187.1,142.5,210.7,162.3,226.3,80.7,135.2,195.3,103.9,190.4,143.1,89.8,110,101.4,118.9,168.3,104.2,68.7,25,36.8,63.1,58.6,65.7,81.1,41.8,71.8,43.1,38.2,91.3,178.6,133.1,108.3,112.9,114.3,99.5,85.4,104.2,118.3
27352,"hs|22q13.1","SGSM3",1807.55,1486.05,1354.05,94.6666666666667,107.4,81,93.2333333333333,131.233333333333,116,81.7,117.533333333333,67.6,107.466666666667,99.0666666666667,102.933333333333,65.9666666666667,107.633333333333,100.233333333333,69.0333333333333,94.9666666666667,114.766666666667,76.6666666666667,79.6,65.6666666666667,66.1,97.2666666666667,75.5333333333333,102.666666666667,120.233333333333,84.3333333333333,81.8666666666667,40.2,66.3333333333333,53.0666666666667,87.6,74.8333333333333,55.2333333333333,40.6333333333333,68.6,59.0666666666667,53.7666666666667,77.6333333333333,95.7,81.7666666666667,77.6333333333333,90.9666666666667,61,52.1,55.8,66.4333333333333,68.8
29775,"hs|22q13.1","CARD10",4477,2448,1959,42.9333333333333,67.9333333333333,43.6,73.2666666666667,98.2666666666667,65.3666666666667,153.1,66.2666666666667,37.6333333333333,65.6,105.8,48.9333333333333,96.3,60.2,42.5,45.6,51.1666666666667,69.3,40.2,34.9,39.9666666666667,49.7666666666667,74.4,88.0333333333333,77.1333333333333,121.333333333333,50.9666666666667,40.8333333333333,25.8666666666667,26.5333333333333,34.9666666666667,21.3666666666667,41.1,34.5333333333333,27.7666666666667,27,31.8666666666667,19.3666666666667,64.6666666666667,39.3333333333333,45.3333333333333,77.0666666666667,65.0333333333333,62.4,41.9333333333333,41.6333333333333,58.5,49.7
51386,"hs|22q13.1","EIF3L",17849.7,17660.25,11540.85,3268.4,4789.3,3934.1,5224.3,4666,4335.5,5092.2,5014.3,3754.3,5997.2,6957.5,4448.2,6031.6,5058.1,4985.2,4995.9,4647,5049.3,3102.8,4398.6,2650.5,4221.7,5422.5,5100.8,6742,5102.4,4807.5,2887,1907,2097.9,1812.4,2088.3,2081.4,1707,1613.2,1878.1,2239.6,1566.1,2211.7,1994.6,1657.2,1701.7,1747.8,941.7,1909.3,1413.8,2183.4,2755.6
54471,"hs|22q13.1","SMCR7L",1109.93333333333,733.8,1036.86666666667,90.875,118.525,93.85,116.725,90.775,126.35,88.35,100.975,97.75,96.275,89.425,93.175,106.9,102.95,105.475,104.425,96.975,128.525,112.975,121.275,116.95,117.15,66.95,118.05,101.85,93.95,107.825,89.1666666666667,94.3333333333333,122.566666666667,149.866666666667,113.5,131,88.8333333333333,94.6333333333333,100.5,105.1,84.2,122.7,94.3333333333333,84.8,108.433333333333,98.6333333333333,38.2333333333333,47.7,42.9333333333333,55.3666666666667,64.9333333333333
56993,"hs|22q13.1","TOMM22",2664,2568.6,1060.3,183.4,121.366666666667,159.666666666667,134.966666666667,158.766666666667,106.3,139.4,198.166666666667,106.366666666667,179.2,167.533333333333,182.666666666667,160.166666666667,196.2,218.133333333333,163.533333333333,183.8,133.2,138.9,120.966666666667,138.433333333333,106.733333333333,127.3,151.066666666667,118.4,155.9,201.1,70.7,85.6,83.7,78,57.2,70.8,46.9,81,80.9,84,129,109.1,159.7,86,145.6,132.5,51.5,40,50.6,46,52.3
57591,"hs|22q13.1","MKL1",1643.9,1799.6,1442,52.22,41.2,49.3,56.1,49.68,66.66,38.72,62.68,45.74,67.32,43.2,41.28,45.06,39.02,41.5,22.96,52.54,56.1,39.54,47.52,42.52,39.44,52.22,45.48,48.36,39.12,41.2,39.3,21.9666666666667,29.9,25.7333333333333,32.4,31.3,41.1,22.9666666666667,48.4333333333333,17.1,46.2,41.1666666666667,41.2,47.8333333333333,45.5,46.5666666666667,60.2333333333333,58.9666666666667,39.7,50.8333333333333,45.4
60489,"hs|22q13.1","APOBEC3G",499.7,20.35,247,45.75,78.8,32.6,69.75,48.3,55.6,66.7,37,36.6,51.75,63.15,49.45,45.55,47.3,49.1,63.75,42.8,63.3,60.1,41.7,44.05,54.35,46.9,67.2,71.35,57.7,38.8,22.9,17.35,18.9,22.4,15.6,21.35,7.7,19.9,18.55,17.35,22.95,27.35,18.15,15.7,38.95,32.2,48.5,29.35,41.45,47,43.15
79159,"hs|22q13.1","NOL12",258.3,223.2,97.1,60.2,52.7,49.35,56.65,78.15,64.1,60.9,92.45,45.9,75.3,92.6,66.5,61.85,83.05,52.2,47.35,60.8,66.8,30.55,38,40.5,28.95,36.2,51.65,50.95,107.35,75,12.4,17.85,26,10.05,16,29.85,17.45,2.8,23.75,26.75,17.1,16.55,49.3,44.75,28.05,21.1,66.25,46.1,39.25,37,41.25
80115,"hs|22q13.1","BAIAP2L2",174.1,157.7,410.85,6.15,5.5,4.65,16.75,12.6,14.75,6.9,6.65,7.7,15.2,6,9.6,5.1,3.6,7.95,10.75,21.25,9.95,6.65,10.55,13.5,9.25,22.05,8.5,12.7,2.95,8.95,4.8,2.5,21.4,5.1,6.9,7.9,6.5,6.2,2.5,5,5.2,5.6,30.9,23,18.6,4.4,19,13.8,15.3,13.2,14.6
